,Date,Open,High,Low,Close,Volume,Market Cap
0,2017-06-13,0.638503015,0.6528620124,0.5339099765,0.590255022,25425600.0,1640631647.19
1,2017-06-14,0.5923470259,0.6061959863,0.4957450032,0.5289160013,14194900.0,1470138039.16
2,2017-06-15,0.5282840133,0.5431650281,0.300365001,0.3636609912,10300400.0,1010806762.25
3,2017-06-16,0.3532850146,0.4482490122,0.3098520041,0.4107570052,6920690.0,1141711520.45
4,2017-06-17,0.4267620146,0.4442049861,0.4141390026,0.4199059904,3100660.0,1167141443.01
5,2017-06-18,0.420596987,0.4260689914,0.3937900066,0.4058620036,2514450.0,1128105719.72
6,2017-06-19,0.4054560065,0.4209899902,0.3882310092,0.4121829867,3543640.0,1145675130.64
7,2017-06-20,0.4142990112,0.4220319986,0.3986490071,0.4184939861,3755470.0,1163216746.25
8,2017-06-21,0.419438988,0.4373399913,0.4050369859,0.4135470092,3999810.0,1149466409.94
9,2017-06-22,0.4133709967,0.427282989,0.407261014,0.4177420139,2343320.0,1161126539.48
10,2017-06-23,0.4177690148,0.4809100032,0.4084050059,0.4809100032,3768560.0,1336703908.4
11,2017-06-24,0.4827690125,0.635612011,0.4827690125,0.5129100084,19215500.0,1425648877.45
12,2017-06-25,0.5141850114,0.5255640149,0.4549509883,0.4709410071,5012890.0,1308994771.01
13,2017-06-26,0.4701919854,0.473661989,0.3511559963,0.4024380147,9101080.0,1118588608.03
14,2017-06-27,0.4119890034,0.4200350046,0.3535490036,0.3922689855,4411090.0,1090323564.58
15,2017-06-28,0.3998740017,0.3998740017,0.3573380113,0.3791359961,4704400.0,1053819993.38
16,2017-06-29,0.3757669926,0.4593870044,0.3615680039,0.4177980125,5324020.0,1161282193.18
17,2017-06-30,0.4171670079,0.4530079961,0.3981949985,0.4015910029,5044270.0,1116234345.88
18,2017-07-01,0.4022949934,0.4141919911,0.3814890087,0.3896299899,2334640.0,1082988384.17
19,2017-07-02,0.3918800056,0.3968900144,0.3667980134,0.3822489977,2971770.0,1062472671.15
20,2017-07-03,0.3790549934,0.384954989,0.3560239971,0.3761389852,3873180.0,1045489741.12
21,2017-07-04,0.3749000132,0.4106979966,0.3738650084,0.396389991,3933710.0,1101778008.88
22,2017-07-05,0.3962729871,0.4008409977,0.3718090057,0.380129993,3061100.0,1056582846.48
23,2017-07-06,0.3802529871,0.3828650117,0.3172950149,0.3538799882,8218370.0,983620176.548
24,2017-07-07,0.3558030128,0.3559939861,0.2718589902,0.2845650017,8804780.0,790957034.982
25,2017-07-08,0.2861639857,0.32090801,0.2813929915,0.3055149913,3273950.0,849188194.411
